2	3.413377	-12.532326	6.547924	9.358576	8.589632	-4.870647	13.324908	2.692641	-5.931979	9.341741
3	-2.623378	0.143688	-1.001973	1.354349	0.537607	0.614772	-0.454556	-0.059057	2.146096	2.446140
4	0.696316	-0.095009	-0.369775	-0.594723	-0.175478	0.744501	-0.527235	-0.284921	1.350792	-0.701956
5	-0.277224	-0.500004	-1.487010	0.559760	2.834632	-0.729751	-0.379654	2.713913	-1.568468	-0.769020
6	-3.653532	-1.551763	0.423464	1.598638	-0.878650	-1.003938	-1.328315	-0.273571	-3.756411	1.470936
7	-1.074940	-0.441687	-4.071865	-0.664427	1.979745	0.438369	3.547210	5.455465	-2.428880	3.708301
8	3.023577	4.746463	-6.304508	1.474558	-1.638606	-1.835983	-4.810295	3.328749	1.873934	-0.467754
9	-0.211764	-0.229285	-0.552357	0.528514	-0.431583	1.771801	-0.170144	-2.017613	-1.740719	-0.859984
10	-1.560110	1.649663	1.869551	-1.094365	4.205867	-1.378890	1.960111	1.935963	-0.922270	3.367504
11	0.299949	-0.072320	-0.117203	-0.085133	0.244558	-0.265291	0.249794	0.214145	-0.029308	-0.233836
12	0.317378	-0.059890	0.145679	0.013566	-0.001203	0.042987	0.060785	0.190200	0.019051	0.107568
13	-2.234589	-0.102320	-0.481446	-1.096479	1.993297	-0.685606	0.554268	0.837267	-0.037624	-0.500756
14	-2.355469	2.633361	0.425751	0.001992	0.673230	2.787088	-3.908440	-1.226807	0.669428	-3.054736
15	3.237607	-6.717437	3.364682	-8.746423	3.109638	4.386058	-1.128257	2.824818	5.097290	0.218651
16	-0.699782	0.098526	0.170898	-0.682638	-0.886404	0.351948	0.152195	-0.883986	0.535953	-0.185381
17	0.465586	-0.021288	0.022292	0.283022	-0.167712	0.528603	-0.025712	-0.017640	0.179353	-0.043936
18	-0.232537	-0.177312	0.134965	0.165977	-0.030111	-0.785431	0.151976	-0.091432	-0.165182	0.491147
19	-1.599206	1.267448	8.506598	-1.912577	1.896121	0.991313	2.388268	4.821678	-2.085365	-2.802574
20	1.198632	-0.253536	-0.766612	-0.351353	0.775901	-0.448997	-0.035497	0.791616	0.068648	-0.265784
21	-0.762000	-2.917616	-1.555927	-2.598500	0.828637	-3.450502	2.514578	-0.252923	-2.181845	0.211700
22	-1.024862	2.447946	1.603342	-0.244003	-2.260950	2.386834	-5.264246	-1.060339	2.007060	0.815477
