2	3.090356	-12.187625	4.942101	7.674119	6.224151	-2.552781	9.063960	2.533776	-4.098046	9.127704
3	-2.868015	-0.318303	-1.212862	1.405965	1.531904	-0.130155	-1.624756	-0.626342	1.890026	3.347822
4	0.579152	-0.042054	-0.296150	-0.486467	-0.375278	0.677619	0.088901	-0.010116	1.085939	-1.129174
5	-0.554021	-0.015496	-1.171020	0.562817	2.159311	-0.273002	-0.393210	2.253791	-0.285280	-0.646845
6	-3.530336	-1.640107	0.645314	1.438250	-1.235578	-1.216253	0.148891	0.137385	-3.123401	0.545954
7	-0.652349	-0.120628	-3.687071	-1.221664	2.498600	0.241802	1.914152	3.310977	-2.470800	4.239951
8	2.718102	4.521096	-5.928081	1.290366	-1.178692	-1.806135	-5.840574	2.499701	1.698090	0.715963
9	-0.039680	-0.255991	-0.345223	0.585681	-0.901232	1.996613	-0.043256	-1.399051	-1.959155	-0.940124
10	-1.271423	1.345287	2.716655	-1.481579	5.742791	-1.865802	1.489268	2.948566	0.551052	3.991888
11	0.290780	-0.046051	-0.107332	-0.101258	0.115600	-0.158100	0.157805	0.261539	0.017519	-0.180322
12	0.289764	-0.073487	0.134053	0.032974	-0.078012	-0.111249	-0.020009	0.150391	0.135209	0.083893
13	-2.168500	-0.235825	-0.404863	-0.966747	1.656375	-0.171759	0.021282	0.860969	-0.306252	-0.435182
14	-2.259509	2.328336	0.332893	-0.063736	0.414048	2.605306	-3.564085	-1.016404	0.431247	-2.579467
15	3.320855	-6.939004	3.397491	-8.428227	2.900618	4.214051	-0.136907	2.610502	4.301833	-0.967455
16	-0.744266	0.028924	0.290481	-0.628774	-0.619510	0.615388	0.274587	-0.615145	0.386385	0.131413
17	0.473565	-0.011831	0.022550	0.286754	-0.181930	0.528607	-0.084838	-0.005954	0.142862	0.024287
18	-0.134081	-0.213276	0.071189	0.122682	-0.048018	-1.015881	0.269088	0.075442	-0.024213	0.382123
19	-1.490385	1.280437	8.490159	-1.852251	2.922612	1.476244	1.342099	3.631270	-2.545910	-1.714571
20	1.184489	-0.396099	-0.716157	-0.344941	0.730528	-0.360333	0.199153	0.697922	-0.459027	-0.138293
